rna_name	rna_id	rna_type	InternalLoopLabel	loopEnergy	label5p	energy5p	label3p	energy3p
bpRNA_CRW_14487	14487	16S	I7	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_14487	14487	16S	I8	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_14487	14487	16S	I17	2.9	S50	-11.0	S51	-4.35
bpRNA_CRW_14487	14487	16S	I21	3.0	S65	-10.75	S66	-1.75
bpRNA_CRW_2639	2639	16S	I2	1.3	S8	-0.22	S9	-7.6
bpRNA_CRW_2639	2639	16S	I6	3.7	S27	-5.05	S28	-8.05
bpRNA_CRW_2639	2639	16S	I18	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_2639	2639	16S	I19	0.8	S85	-13.75	S86	-3.3
bpRNA_CRW_11682	11682	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_11682	11682	16S	I8	1.4	S31	-7.9	S32	-5.3
bpRNA_CRW_11682	11682	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_11682	11682	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_11682	11682	16S	I25	0.2	S94	-2.97	S95	-5.8
bpRNA_CRW_9890	9890	16S	I5	3.0	S27	-5.7	S28	-5.95
bpRNA_CRW_9890	9890	16S	I6	2.1	S29	-6.55	S30	-3.75
bpRNA_CRW_9890	9890	16S	I16	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_9890	9890	16S	I18	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_1674	1674	16S	I5	3.7	S27	-5.05	S28	-8.05
bpRNA_CRW_1674	1674	16S	I14	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_1674	1674	16S	I17	0.8	S83	-12.95	S84	-3.3
bpRNA_CRW_4788	4788	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_4788	4788	16S	I6	2.8	S30	-6.35	S31	-2.3
bpRNA_CRW_4788	4788	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_17733	17733	16S	I2	3.0	S10	-5.8	S11	-8.05
bpRNA_CRW_17733	17733	16S	I3	2.1	S12	-7.9	S13	-5.85
bpRNA_CRW_12536	12536	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_12536	12536	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_12536	12536	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_8351	8351	16S	I5	3.0	S28	-6.6	S29	-8.05
bpRNA_CRW_8351	8351	16S	I6	2.1	S30	-7.8	S31	-8.65
bpRNA_CRW_8351	8351	16S	I17	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_4471	4471	16S	I4	3.0	S25	-5.8	S26	-8.05
bpRNA_CRW_4471	4471	16S	I13	0.2	S53	-2.05	S54	-7.5
bpRNA_CRW_4471	4471	16S	I15	3.0	S63	-17.8	S64	-1.75
bpRNA_CRW_4471	4471	16S	I16	0.8	S82	-10.95	S83	-3.3
bpRNA_CRW_55405	55405	23S	I12	3.0	S44	-4.05	S45	-1.95
bpRNA_CRW_11419	11419	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_11419	11419	16S	I8	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_11419	11419	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_11419	11419	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_10297	10297	16S	I2	3.0	S8	-17.8	S9	-1.75
bpRNA_CRW_15092	15092	16S	I3	2.9	S5	-11.0	S6	-4.35
bpRNA_CRW_15092	15092	16S	I6	3.0	S19	-15.7	S20	-1.75
bpRNA_CRW_20549	20549	16S	I5	3.7	S29	-4.05	S30	-5.95
bpRNA_CRW_20549	20549	16S	I17	3.0	S67	-15.7	S68	-1.75
bpRNA_CRW_20549	20549	16S	I21	1.8	S91	-4.5	S92	-2.97
bpRNA_CRW_20549	20549	16S	I30	2.5	S104	-6.35	S105	-3.3
bpRNA_CRW_6029	6029	16S	I5	3.7	S27	-5.25	S28	-7.95
bpRNA_CRW_6029	6029	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_6029	6029	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_9626	9626	16S	I7	3.0	S29	-5.7	S30	-7.95
bpRNA_CRW_9626	9626	16S	I8	2.1	S31	-6.55	S32	-3.75
bpRNA_CRW_13041	13041	16S	I6	3.0	S22	-5.7	S23	-5.95
bpRNA_CRW_13041	13041	16S	I7	2.1	S24	-6.25	S25	-5.65
bpRNA_CRW_13041	13041	16S	I16	2.9	S45	-11.0	S46	-4.35
bpRNA_CRW_13041	13041	16S	I19	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_11834	11834	16S	I6	3.7	S30	-4.95	S31	-5.95
bpRNA_CRW_11834	11834	16S	I7	2.1	S32	-6.55	S33	-5.65
bpRNA_CRW_11834	11834	16S	I17	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_7973	7973	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_7973	7973	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_7973	7973	16S	I16	3.0	S64	-16.3	S65	-1.75
bpRNA_CRW_2666	2666	16S	I2	2.1	S8	-0.22	S9	-8.65
bpRNA_CRW_2666	2666	16S	I6	3.7	S27	-5.05	S28	-8.05
bpRNA_CRW_2666	2666	16S	I15	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_2666	2666	16S	I17	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_2666	2666	16S	I18	0.8	S83	-10.85	S84	-3.3
bpRNA_CRW_14721	14721	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14721	14721	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14721	14721	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_11524	11524	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_11524	11524	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_7463	7463	16S	I2	2.4	S11	-1.75	S12	-5.35
bpRNA_CRW_7463	7463	16S	I6	3.0	S30	-5.8	S31	-7.95
bpRNA_CRW_7463	7463	16S	I7	2.8	S32	-8.65	S33	-5.85
bpRNA_CRW_7463	7463	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_7463	7463	16S	I22	0.5	S95	-2.97	S96	-4.95
bpRNA_CRW_8195	8195	16S	I5	3.0	S29	-6.6	S30	-5.95
bpRNA_CRW_8195	8195	16S	I6	2.1	S31	-7.8	S32	-8.65
bpRNA_CRW_8195	8195	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_1749	1749	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_1749	1749	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_1749	1749	16S	I18	0.8	S87	-8.95	S88	-3.3
bpRNA_CRW_13285	13285	16S	I6	3.0	S31	-5.7	S32	-5.95
bpRNA_CRW_13285	13285	16S	I19	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_21	21	16S	I2	2.1	S11	-0.22	S12	-8.65
bpRNA_CRW_21	21	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_21	21	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_21	21	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_21	21	16S	I18	0.8	S86	-10.85	S87	-3.3
bpRNA_CRW_16080	16080	5S	I1	0.7	S3	-13.6	S4	-4.3
bpRNA_CRW_11909	11909	16S	I5	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_11909	11909	16S	I6	2.1	S30	-6.55	S31	-3.75
bpRNA_CRW_11909	11909	16S	I15	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_11909	11909	16S	I16	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_11909	11909	16S	I18	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_15256	15256	16S	I3	0.9	S5	-2.97	S6	-5.35
bpRNA_CRW_3311	3311	16S	I5	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_3311	3311	16S	I6	2.1	S30	-7.8	S31	-5.85
bpRNA_CRW_3311	3311	16S	I17	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_3311	3311	16S	I18	0.8	S85	-9.05	S86	-3.3
bpRNA_CRW_3311	3311	16S	I21	0.5	S91	-2.97	S92	-5.05
bpRNA_CRW_6114	6114	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_6114	6114	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_6114	6114	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_6114	6114	16S	I28	2.5	S104	-7.15	S105	-3.3
bpRNA_CRW_20474	20474	16S	I5	3.0	S28	-5.7	S29	-5.85
bpRNA_CRW_20474	20474	16S	I6	1.4	S30	-5.5	S31	-4.45
bpRNA_CRW_20474	20474	16S	I17	3.0	S66	-12.8	S67	-1.75
bpRNA_CRW_20474	20474	16S	I19	1.9	S84	-7.1	S85	-3.3
bpRNA_CRW_20474	20474	16S	I21	1.7	S89	-3.6	S90	-2.97
bpRNA_CRW_10053	10053	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_10053	10053	16S	I8	2.1	S32	-6.25	S33	-5.65
bpRNA_CRW_10053	10053	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_10053	10053	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_12826	12826	16S	I7	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_12826	12826	16S	I8	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_12826	12826	16S	I17	2.9	S49	-11.0	S50	-4.35
bpRNA_CRW_4961	4961	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_4961	4961	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_4961	4961	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_4961	4961	16S	I20	0.9	S91	-2.97	S92	-5.35
bpRNA_CRW_14997	14997	16S	I6	3.0	S27	-5.7	S28	-5.95
bpRNA_CRW_14997	14997	16S	I7	2.1	S29	-6.25	S30	-5.65
bpRNA_CRW_14997	14997	16S	I16	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_14997	14997	16S	I19	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_5159	5159	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5159	5159	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5159	5159	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_9679	9679	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_9679	9679	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_9679	9679	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_4803	4803	16S	I4	3.7	S23	-5.25	S24	-8.05
bpRNA_CRW_4803	4803	16S	I5	2.8	S25	-6.55	S26	-5.85
bpRNA_CRW_4803	4803	16S	I15	3.0	S60	-17.8	S61	-1.75
bpRNA_CRW_12944	12944	16S	I6	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_12944	12944	16S	I7	1.4	S30	-5.5	S31	-7.3
bpRNA_CRW_12944	12944	16S	I16	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_12944	12944	16S	I17	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_12944	12944	16S	I19	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_10131	10131	16S	I5	2.9	S12	-12.5	S13	-4.35
bpRNA_CRW_10131	10131	16S	I8	3.0	S26	-15.7	S27	-1.75
bpRNA_CRW_10131	10131	16S	I12	1.8	S52	-6.6	S53	-2.97
bpRNA_CRW_10131	10131	16S	I13	0.9	S53	-2.97	S54	-5.35
bpRNA_CRW_6076	6076	16S	I5	3.0	S27	-5.8	S28	-8.05
bpRNA_CRW_6076	6076	16S	I6	2.8	S29	-3.95	S30	-3.85
bpRNA_CRW_6076	6076	16S	I16	1.0	S81	-10.8	S82	-3.3
bpRNA_CRW_20516	20516	16S	I6	3.7	S29	-4.15	S30	-7.95
bpRNA_CRW_20516	20516	16S	I20	1.2	S86	-11.05	S87	-3.3
bpRNA_CRW_3273	3273	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_3273	3273	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_3273	3273	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_3273	3273	16S	I18	0.8	S87	-11.45	S88	-3.3
bpRNA_CRW_3273	3273	16S	I21	0.9	S93	-2.97	S94	-5.35
bpRNA_CRW_152	152	16S	I4	3.7	S19	-5.05	S20	-8.05
bpRNA_CRW_15334	15334	16S	I5	2.1	S27	-6.55	S28	-2.45
bpRNA_CRW_15334	15334	16S	I14	2.9	S49	-12.5	S50	-4.35
bpRNA_CRW_7501	7501	16S	I3	3.7	S13	-5.25	S14	-7.95
bpRNA_CRW_7501	7501	16S	I4	2.8	S15	-6.35	S16	-5.85
bpRNA_CRW_11446	11446	16S	I6	3.0	S24	-5.7	S25	-5.95
bpRNA_CRW_11446	11446	16S	I7	2.1	S26	-6.25	S27	-5.65
bpRNA_CRW_11446	11446	16S	I16	2.9	S47	-11.0	S48	-4.35
bpRNA_CRW_14643	14643	16S	I2	3.0	S12	-5.7	S13	-8.05
bpRNA_CRW_14643	14643	16S	I3	2.1	S14	-6.25	S15	-5.3
bpRNA_CRW_14643	14643	16S	I12	2.9	S35	-11.0	S36	-4.35
bpRNA_CRW_14643	14643	16S	I15	3.0	S49	-15.7	S50	-1.75
bpRNA_CRW_2704	2704	16S	I2	1.3	S8	-0.22	S9	-3.3
bpRNA_CRW_2704	2704	16S	I7	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_2704	2704	16S	I16	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_2704	2704	16S	I18	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_2704	2704	16S	I19	0.8	S85	-15.25	S86	-3.3
bpRNA_CRW_12569	12569	16S	I4	3.0	S17	-1.97	S18	-8.05
bpRNA_CRW_12569	12569	16S	I5	2.1	S19	-6.25	S20	-5.3
bpRNA_CRW_17495	17495	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17495	17495	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17495	17495	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_12690	12690	16S	I4	3.0	S19	-5.7	S20	-8.05
bpRNA_CRW_12690	12690	16S	I5	2.1	S21	-6.25	S22	-5.3
bpRNA_CRW_12690	12690	16S	I14	2.9	S41	-11.0	S42	-4.35
bpRNA_CRW_14760	14760	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14760	14760	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14760	14760	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14760	14760	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_2627	2627	16S	I2	2.1	S11	-0.22	S12	-7.0
bpRNA_CRW_2627	2627	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_2627	2627	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_2627	2627	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_2627	2627	16S	I18	0.8	S86	-10.85	S87	-3.3
bpRNA_CRW_7422	7422	16S	I4	3.7	S21	-5.25	S22	-8.05
bpRNA_CRW_7422	7422	16S	I5	2.8	S23	-6.55	S24	-5.85
bpRNA_CRW_14499	14499	16S	I7	3.0	S26	-5.7	S27	-8.05
bpRNA_CRW_14499	14499	16S	I8	2.1	S28	-6.25	S29	-5.3
bpRNA_CRW_14499	14499	16S	I17	2.9	S49	-11.0	S50	-4.35
bpRNA_CRW_14499	14499	16S	I20	3.0	S63	-15.7	S64	-1.75
bpRNA_CRW_11565	11565	16S	I6	3.0	S20	-17.8	S21	-1.75
bpRNA_CRW_1708	1708	16S	I5	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_1708	1708	16S	I6	2.1	S33	-7.8	S34	-5.85
bpRNA_CRW_1708	1708	16S	I15	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_1708	1708	16S	I17	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_1708	1708	16S	I18	0.8	S88	-10.95	S89	-3.3
bpRNA_CRW_5383	5383	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_5383	5383	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_5383	5383	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_5383	5383	16S	I28	2.5	S104	-7.15	S105	-3.3
bpRNA_CRW_60	60	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_60	60	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_60	60	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_60	60	16S	I18	0.8	S87	-10.95	S88	-3.3
bpRNA_CRW_11948	11948	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_11948	11948	16S	I8	1.4	S32	-5.5	S33	-5.3
bpRNA_CRW_11948	11948	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_11948	11948	16S	I24	0.9	S92	-2.97	S93	-5.35
bpRNA_CRW_3350	3350	16S	I4	3.7	S21	-5.05	S22	-8.05
bpRNA_CRW_3350	3350	16S	I14	0.2	S50	-2.05	S51	-7.5
bpRNA_CRW_3350	3350	16S	I16	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_3350	3350	16S	I17	0.8	S78	-10.95	S79	-3.3
bpRNA_CRW_15217	15217	16S	I6	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_15217	15217	16S	I7	2.1	S31	-6.25	S32	-3.75
bpRNA_CRW_10012	10012	16S	I6	2.9	S16	-11.0	S17	-4.35
bpRNA_CRW_10012	10012	16S	I9	3.0	S31	-5.7	S32	-1.75
bpRNA_CRW_388	388	16S	I5	3.7	S27	-5.05	S28	-8.05
bpRNA_CRW_388	388	16S	I14	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_388	388	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_388	388	16S	I17	0.8	S83	-10.85	S84	-3.3
bpRNA_CRW_20435	20435	16S	I5	3.0	S29	-5.7	S30	-7.95
bpRNA_CRW_20435	20435	16S	I6	2.1	S31	-5.4	S32	-4.5
bpRNA_CRW_20435	20435	16S	I11	3.3	S47	-13.9	S48	-11.35
bpRNA_CRW_20435	20435	16S	I19	1.2	S88	-13.25	S89	-3.3
bpRNA_CRW_20435	20435	16S	I22	0.9	S94	-2.97	S95	-5.35
bpRNA_CRW_6155	6155	16S	I4	3.0	S18	-5.8	S19	-8.05
bpRNA_CRW_6155	6155	16S	I5	2.8	S20	-3.95	S21	-3.85
bpRNA_CRW_4920	4920	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_4920	4920	16S	I6	2.8	S30	-6.65	S31	-3.85
bpRNA_CRW_4920	4920	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_12867	12867	16S	I7	3.0	S28	-5.7	S29	-7.95
bpRNA_CRW_12867	12867	16S	I8	2.1	S30	-6.55	S31	-3.75
bpRNA_CRW_12867	12867	16S	I14	3.1	S45	-10.1	S46	-11.55
bpRNA_CRW_12867	12867	16S	I18	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_12867	12867	16S	I20	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_2891	2891	16S	I6	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_2891	2891	16S	I7	2.1	S33	-6.9	S34	-5.85
bpRNA_CRW_2891	2891	16S	I15	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_2891	2891	16S	I17	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_2891	2891	16S	I18	0.8	S88	-9.55	S89	-3.3
bpRNA_CRW_9638	9638	16S	I5	2.9	S13	-11.0	S14	-4.35
bpRNA_CRW_5118	5118	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5118	5118	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5118	5118	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_12905	12905	16S	I7	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_12905	12905	16S	I8	2.1	S30	-6.55	S31	-3.75
bpRNA_CRW_12905	12905	16S	I20	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_4842	4842	16S	I4	3.7	S22	-5.25	S23	-7.95
bpRNA_CRW_4842	4842	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_4842	4842	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_20557	20557	16S	I5	3.7	S32	-4.05	S33	-5.95
bpRNA_CRW_20557	20557	16S	I18	1.2	S84	-10.85	S85	-1.65
bpRNA_CRW_6037	6037	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_6037	6037	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_6037	6037	16S	I16	3.0	S64	-16.3	S65	-1.75
bpRNA_CRW_10170	10170	16S	I7	3.0	S25	-5.7	S26	-5.95
bpRNA_CRW_10170	10170	16S	I8	2.1	S27	-6.25	S28	-5.65
bpRNA_CRW_10170	10170	16S	I17	2.9	S48	-11.0	S49	-4.35
bpRNA_CRW_10170	10170	16S	I20	3.0	S62	-17.8	S63	-1.75
bpRNA_CRW_15375	15375	16S	I7	3.0	S27	-5.7	S28	-7.95
bpRNA_CRW_15375	15375	16S	I8	2.1	S29	-6.55	S30	-3.75
bpRNA_CRW_15375	15375	16S	I20	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_15375	15375	16S	I27	2.5	S96	-5.35	S97	-3.3
bpRNA_CRW_113	113	16S	I5	3.7	S19	-5.05	S20	-8.05
bpRNA_CRW_113	113	16S	I6	2.1	S21	-7.8	S22	-5.85
bpRNA_CRW_10289	10289	16S	I1	3.0	S4	-17.8	S5	-1.75
bpRNA_CRW_3232	3232	16S	I4	3.7	S22	-5.05	S23	-8.05
bpRNA_CRW_3232	3232	16S	I14	0.2	S51	-2.05	S52	-7.5
bpRNA_CRW_3232	3232	16S	I16	3.0	S60	-17.8	S61	-1.75
bpRNA_CRW_3232	3232	16S	I17	0.8	S80	-8.95	S81	-3.3
bpRNA_CRW_11407	11407	16S	I5	3.7	S28	-4.95	S29	-5.95
bpRNA_CRW_11407	11407	16S	I6	2.1	S30	-5.5	S31	-3.85
bpRNA_CRW_11407	11407	16S	I15	2.9	S52	-12.5	S53	-4.35
bpRNA_CRW_11407	11407	16S	I18	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_7540	7540	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_7540	7540	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_7540	7540	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_7540	7540	16S	I28	2.5	S103	-7.15	S104	-3.3
bpRNA_CRW_2745	2745	16S	I2	1.3	S11	-0.22	S12	-3.3
bpRNA_CRW_2745	2745	16S	I7	3.7	S32	-5.05	S33	-8.05
bpRNA_CRW_2745	2745	16S	I16	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_2745	2745	16S	I18	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_2745	2745	16S	I19	0.8	S88	-10.85	S89	-3.3
bpRNA_CRW_14602	14602	16S	I4	3.0	S19	-5.7	S20	-8.05
bpRNA_CRW_14602	14602	16S	I5	2.1	S21	-6.25	S22	-5.3
bpRNA_CRW_14602	14602	16S	I14	2.9	S42	-11.0	S43	-4.35
bpRNA_CRW_14602	14602	16S	I17	3.0	S56	-15.7	S57	-1.75
bpRNA_CRW_1593	1593	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_1593	1593	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_1593	1593	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_1593	1593	16S	I18	0.8	S87	-11.35	S88	-3.3
bpRNA_CRW_12528	12528	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_12528	12528	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_12528	12528	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_4796	4796	16S	I4	3.7	S18	-5.25	S19	-7.95
bpRNA_CRW_4796	4796	16S	I5	2.8	S20	-6.55	S21	-5.85
bpRNA_CRW_4796	4796	16S	I15	3.0	S55	-16.3	S56	-1.75
bpRNA_CRW_1883	1883	16S	I5	3.7	S25	-5.05	S26	-8.05
bpRNA_CRW_1883	1883	16S	I15	0.2	S54	-2.05	S55	-7.5
bpRNA_CRW_1883	1883	16S	I17	3.0	S63	-17.8	S64	-1.75
bpRNA_CRW_1883	1883	16S	I18	0.8	S82	-10.85	S83	-3.3
bpRNA_CRW_12838	12838	16S	I5	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_12838	12838	16S	I6	1.4	S31	-5.5	S32	-7.3
bpRNA_CRW_12838	12838	16S	I15	2.9	S52	-10.4	S53	-4.35
bpRNA_CRW_12838	12838	16S	I20	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_15248	15248	16S	I6	3.0	S21	-5.7	S22	-5.95
bpRNA_CRW_15248	15248	16S	I7	2.1	S23	-4.45	S24	-3.75
bpRNA_CRW_15248	15248	16S	I19	3.0	S58	-17.8	S59	-1.75
bpRNA_CRW_15248	15248	16S	I23	0.9	S84	-2.97	S85	-5.35
bpRNA_CRW_15248	15248	16S	I25	2.5	S89	-5.35	S90	-3.3
bpRNA_CRW_11917	11917	16S	I6	3.0	S22	-5.7	S23	-5.95
bpRNA_CRW_11917	11917	16S	I7	2.1	S24	-6.25	S25	-3.75
bpRNA_CRW_11917	11917	16S	I16	2.9	S45	-11.0	S46	-4.35
bpRNA_CRW_7850	7850	16S	I6	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_7850	7850	16S	I7	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_7850	7850	16S	I17	3.0	S65	-14.8	S66	-1.75
bpRNA_CRW_7850	7850	16S	I19	1.7	S86	-7.8	S87	-3.3
bpRNA_CRW_5025	5025	16S	I5	3.7	S27	-5.05	S28	-5.85
bpRNA_CRW_5025	5025	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_5025	5025	16S	I14	0.2	S55	-2.05	S56	-7.8
bpRNA_CRW_5025	5025	16S	I16	3.0	S64	-15.7	S65	-1.75
bpRNA_CRW_13162	13162	16S	I1	2.1	S1	-6.25	S2	-5.65
bpRNA_CRW_13162	13162	16S	I10	2.9	S22	-12.5	S23	-4.35
bpRNA_CRW_12415	12415	16S	I6	3.0	S21	-5.7	S22	-8.05
bpRNA_CRW_12415	12415	16S	I7	2.1	S23	-6.25	S24	-5.3
bpRNA_CRW_12415	12415	16S	I16	2.9	S44	-11.0	S45	-4.35
bpRNA_CRW_4552	4552	16S	I5	3.7	S27	-5.25	S28	-7.95
bpRNA_CRW_4552	4552	16S	I6	2.8	S29	-6.35	S30	-3.85
