rna_id	rna_type	rna_subtype
91858	msiK RNA	msiK
97028	Group II intron	group-II-D1D4-7
53063	tRNA	tRNA
90311	crcB RNA	crcB
90312	crcB RNA	crcB
90313	crcB RNA	crcB
90314	crcB RNA	crcB
17199	16S	16S
90316	crcB RNA	crcB
90317	crcB RNA	crcB
90318	crcB RNA	crcB
90319	crcB RNA	crcB
99606	Bacterial sRNA	tracrRNA
91075	glnA RNA	glnA
31675	tRNA	tRNA
54170	tRNA	tRNA
54171	tRNA	tRNA
54172	tRNA	tRNA
54173	tRNA	tRNA
54174	tRNA	tRNA
54175	tRNA	tRNA
54176	tRNA	tRNA
54177	tRNA	tRNA
54178	tRNA	tRNA
54179	tRNA	tRNA
94541	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
94540	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
94543	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
94542	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
62089	Spliceosomal RNA	U5
62088	Spliceosomal RNA	U5
94547	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
94546	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
62085	Spliceosomal RNA	U5
62084	Spliceosomal RNA	U5
62087	Spliceosomal RNA	U5
62086	Spliceosomal RNA	U5
62081	Spliceosomal RNA	U5
62080	Spliceosomal RNA	U5
62083	Spliceosomal RNA	U5
62082	Spliceosomal RNA	U5
20258	16S	16S
20259	16S	16S
97024	Group II intron	group-II-D1D4-7
20252	16S	16S
20253	16S	16S
20250	16S	16S
20251	16S	16S
20256	16S	16S
20257	16S	16S
20254	16S	16S
20255	16S	16S
40966	tRNA	tRNA
40967	tRNA	tRNA
40964	tRNA	tRNA
40965	tRNA	tRNA
29769	tRNA	tRNA
29768	tRNA	tRNA
40960	tRNA	tRNA
40961	tRNA	tRNA
29765	tRNA	tRNA
29764	tRNA	tRNA
29767	tRNA	tRNA
29766	tRNA	tRNA
29761	tRNA	tRNA
29760	tRNA	tRNA
29763	tRNA	tRNA
29762	tRNA	tRNA
1177	16S	16S
1176	16S	16S
1175	16S	16S
1174	16S	16S
1173	16S	16S
1172	16S	16S
1171	16S	16S
1170	16S	16S
23507	tRNA	tRNA
23506	tRNA	tRNA
23505	tRNA	tRNA
23504	tRNA	tRNA
23503	tRNA	tRNA
23502	tRNA	tRNA
1179	16S	16S
1178	16S	16S
97022	Group II intron	group-II-D1D4-7
59038	5S	5S
59039	5S	5S
102202	Riboswitch	Fluoride riboswitch
59032	5S	5S
59033	5S	5S
59030	5S	5S
59031	5S	5S
59036	5S	5S
59037	5S	5S
59034	5S	5S
59035	5S	5S
101073	miRNA	mir-965
94278	snoRNA	alpha_tmRNA
12833	16S	16S
12832	16S	16S
12831	16S	16S
12830	16S	16S
12837	16S	16S
12836	16S	16S
12835	16S	16S
12834	16S	16S
627	16S	16S
12839	16S	16S
12838	16S	16S
626	16S	16S
34721	tRNA	tRNA
629	16S	16S
55629	tmRNA	tmRNA
55628	tmRNA	tmRNA
55623	tmRNA	tmRNA
55622	tmRNA	tmRNA
55621	tmRNA	tmRNA
55620	tmRNA	tmRNA
55627	tmRNA	tmRNA
55626	tmRNA	tmRNA
55625	tmRNA	tmRNA
55624	tmRNA	tmRNA
22678	tRNA	tRNA
22679	tRNA	tRNA
22676	tRNA	tRNA
22677	tRNA	tRNA
22674	tRNA	tRNA
22675	tRNA	tRNA
22672	tRNA	tRNA
22673	tRNA	tRNA
22670	tRNA	tRNA
22671	tRNA	tRNA
90527	flg-Rhizobiales RNA	flg-Rhizobiales
75531	snoRNA	SNORA40
75530	snoRNA	SNORA40
75533	snoRNA	SNORA49
75532	snoRNA	SNORA49
75535	snoRNA	SNORA49
75534	snoRNA	SNORA49
75537	snoRNA	SNORA49
75536	snoRNA	SNORA49
75539	snoRNA	SNORA49
75538	snoRNA	SNORA49
101072	miRNA	mir-965
393	16S	16S
392	16S	16S
391	16S	16S
390	16S	16S
397	16S	16S
396	16S	16S
395	16S	16S
394	16S	16S
399	16S	16S
398	16S	16S
94273	snoRNA	alpha_tmRNA
32224	tRNA	tRNA
32225	tRNA	tRNA
32226	tRNA	tRNA
32227	tRNA	tRNA
32220	tRNA	tRNA
32221	tRNA	tRNA
32222	tRNA	tRNA
32223	tRNA	tRNA
32228	tRNA	tRNA
32229	tRNA	tRNA
94272	snoRNA	alpha_tmRNA
98109	IMES-4 RNA motif	IMES-4
98108	IMES-4 RNA motif	IMES-4
3748	16S	16S
3749	16S	16S
3746	16S	16S
3747	16S	16S
3744	16S	16S
3745	16S	16S
3742	16S	16S
3743	16S	16S
3740	16S	16S
3741	16S	16S
57661	tRNA	tRNA
57660	tRNA	tRNA
57663	tRNA	tRNA
57662	tRNA	tRNA
57665	tRNA	tRNA
57664	tRNA	tRNA
57667	tRNA	tRNA
57666	tRNA	tRNA
57669	tRNA	tRNA
57668	tRNA	tRNA
99852	Bacterial sRNA	csRNA
99853	Bacterial sRNA	csRNA
99854	Bacterial sRNA	csRNA
99855	Bacterial sRNA	csRNA
99856	Bacterial sRNA	csRNA
99857	Bacterial sRNA	csRNA
17206	16S	16S
99019	Heliobacter pylori small RNA HPnc0580	HPnc0580
52103	tRNA	tRNA
52102	tRNA	tRNA
52101	tRNA	tRNA
52100	tRNA	tRNA
52107	tRNA	tRNA
52106	tRNA	tRNA
52105	tRNA	tRNA
52104	tRNA	tRNA
52109	tRNA	tRNA
52108	tRNA	tRNA
60018	tRNA	tRNA
60019	tRNA	tRNA
60014	tRNA	tRNA
60015	tRNA	tRNA
60016	tRNA	tRNA
60017	tRNA	tRNA
60010	tRNA	tRNA
60011	tRNA	tRNA
60012	tRNA	tRNA
60013	tRNA	tRNA
99017	MtlS RNA	MtlS
21930	tRNA	tRNA
21931	tRNA	tRNA
21932	tRNA	tRNA
21933	tRNA	tRNA
21934	tRNA	tRNA
21935	tRNA	tRNA
21936	tRNA	tRNA
21937	tRNA	tRNA
21938	tRNA	tRNA
21939	tRNA	tRNA
99993	Bacterial sRNA	sau-50
99992	Bacterial sRNA	sau-50
99995	Bacterial sRNA	sau-50
31165	tRNA	tRNA
99994	Bacterial sRNA	sau-50
57085	snoRNA	srpRNA
57084	snoRNA	srpRNA
57087	snoRNA	srpRNA
57086	snoRNA	srpRNA
57081	snoRNA	srpRNA
57080	snoRNA	srpRNA
57083	snoRNA	srpRNA
57082	snoRNA	srpRNA
99996	Bacterial sRNA	sau-50
57089	snoRNA	srpRNA
57088	snoRNA	srpRNA
81406	miRNA	mir-598
32013	tRNA	tRNA
87668	Downstream peptide RNA	Downstream-peptide
32012	tRNA	tRNA
32011	tRNA	tRNA
32010	tRNA	tRNA
32017	tRNA	tRNA
81407	miRNA	mir-598
32016	tRNA	tRNA
87669	Downstream peptide RNA	Downstream-peptide
3878	16S	16S
55830	tmRNA	tmRNA
3879	16S	16S
32014	tRNA	tRNA
91957	pan motif	pan
91956	pan motif	pan
91951	pan motif	pan
81404	miRNA	mir-598
91950	nuoG RNA	nuoG
37304	tRNA	tRNA
37305	tRNA	tRNA
37306	tRNA	tRNA
37307	tRNA	tRNA
37300	tRNA	tRNA
37301	tRNA	tRNA
37302	tRNA	tRNA
37303	tRNA	tRNA
91952	pan motif	pan
37308	tRNA	tRNA
37309	tRNA	tRNA
81405	miRNA	mir-598
58936	5S	5S
3874	16S	16S
58937	5S	5S
3875	16S	16S
58938	5S	5S
18531	5S	5S
89997	TwoAYGGAY RNA	TwoAYGGAY
96331	Group II intron	group-II-D1D4-3
18532	5S	5S
18533	5S	5S
100194	ncRNA	rli60
98684	Bacterial sRNA	sX9
18534	5S	5S
18535	5S	5S
18536	5S	5S
18537	5S	5S
34609	tRNA	tRNA
102106	RNA Fragment	RNA (174-MER)
67378	Riboswitch	Cobalamin
67379	Riboswitch	Cobalamin
102107	RNA Fragment	RNA (174-MER)
67374	Riboswitch	Cobalamin
67375	Riboswitch	Cobalamin
67376	Riboswitch	Cobalamin
67377	Riboswitch	Cobalamin
67370	Riboswitch	Cobalamin
67371	Riboswitch	Cobalamin
67372	Riboswitch	Cobalamin
67373	Riboswitch	Cobalamin
34607	tRNA	tRNA
100131	snoRNA	Afu_263
100130	snoRNA	Afu_263
100133	snoRNA	Afu_263
23657	tRNA	tRNA
101077	Viral RNA	Virus_CITE_7
100132	snoRNA	Afu_263
102108	RNA Fragment	RNA (174-MER)
100135	snoRNA	Afu_263
102109	RNA Fragment	RNA (174-MER)
92605	sucC RNA	sucC
100137	snoRNA	Afu_263
100136	snoRNA	Afu_263
10250	16S	16S
100139	snoRNA	P33
91218	glnA RNA	glnA
91219	glnA RNA	glnA
100138	snoRNA	P33
91212	glnA RNA	glnA
91213	glnA RNA	glnA
91210	glnA RNA	glnA
91211	glnA RNA	glnA
91216	glnA RNA	glnA
91217	glnA RNA	glnA
91214	glnA RNA	glnA
91215	glnA RNA	glnA
69723	snoRNA	snoR64
23655	tRNA	tRNA
101701	RNA Fragment	RNASE P RNA RIBOZYME, P4 DOMAIN
101700	RNA Fragment	RNASE P RNA RIBOZYME, P4 DOMAIN
101703	internal ribosome entry site RNA	HCV-1B IRES RNA DOMAIN IIIE
101702	internal ribosome entry site RNA	HCV-1B IRES RNA DOMAIN IIID
101705	RNA Fragment	5'-R(*GP*CP*AP*GP*AP*CP*UP*UP*UP*UP*(T6A)P*AP*UP*CP*UP*GP*C)-3'
101704	RNA Fragment	5'-R(*GP*GP*CP*GP*AP*AP*GP*UP*CP*GP*AP*AP*AP*GP*AP*UP*GP*GP*CP*GP*CP*CP*)-3'
101707	Viral RNA	HIV-1 REVERSE TRANSCRIPTION PRIMER TRNA(LYS3)
101706	RNA Fragment	RNA (5'-R(*GP*GP*CP*GP*GP*UP*GP*AP*AP*AP*UP*GP*CP*C)-3')
101709	RNA Fragment	RNA (5'-R(*GP*GP*CP*GP*UP*GP*UP*AP*GP*GP *AP*UP*AP*UP*GP*CP*UP*UP*CP*GP*GP*CP*AP*GP*AP*AP*GP *GP*AP*CP*AP*CP*GP*CP*C)-3')
101708	ANTICODON DOMAIN OF TRNA(LYS)	ANTICODON DOMAIN OF TRNA(LYS)
101946	RNA Fragment	76-MER
87901	Downstream peptide RNA	Downstream-peptide
24586	tRNA	tRNA
87903	Downstream peptide RNA	Downstream-peptide
87902	Downstream peptide RNA	Downstream-peptide
87905	Downstream peptide RNA	Downstream-peptide
87904	Downstream peptide RNA	Downstream-peptide
87907	Downstream peptide RNA	Downstream-peptide
24587	tRNA	tRNA
87909	Downstream peptide RNA	Downstream-peptide
87908	Downstream peptide RNA	Downstream-peptide
101949	Pseudoknot Forming RNA	Telomerase RNA P2b-P3 pseudoknot
101948	RNA Fragment	5'-R(*GP*GP*AP*GP*UP*AP*UP*GP*UP*GP*AP*AP*AP*GP*CP*AP*UP*AP*CP*UP*CP*C)-3'
43161	tRNA	tRNA
6778	16S	16S
6779	16S	16S
6774	16S	16S
6775	16S	16S
6776	16S	16S
6777	16S	16S
6770	16S	16S
6771	16S	16S
6772	16S	16S
6773	16S	16S
92745	wcaG RNA	wcaG
92744	wcaG RNA	wcaG
92747	wcaG RNA	wcaG
92746	wcaG RNA	wcaG
92741	wcaG RNA	wcaG
24588	tRNA	tRNA
92743	wcaG RNA	wcaG
92742	wcaG RNA	wcaG
24589	tRNA	tRNA
92749	wcaG RNA	wcaG
92748	wcaG RNA	wcaG
10257	16S	16S
93848	Riboswitch	THF
10256	16S	16S
32602	tRNA	tRNA
32603	tRNA	tRNA
32600	tRNA	tRNA
55202	16S	16S
32606	tRNA	tRNA
32607	tRNA	tRNA
32604	tRNA	tRNA
32605	tRNA	tRNA
81998	Pseudoknot Forming RNA	PK-G12rRNA
81999	Pseudoknot Forming RNA	PK-G12rRNA
81990	Pseudoknot Forming RNA	PK-G12rRNA
81991	Pseudoknot Forming RNA	PK-G12rRNA
81992	Pseudoknot Forming RNA	PK-G12rRNA
81993	Pseudoknot Forming RNA	PK-G12rRNA
81994	Pseudoknot Forming RNA	PK-G12rRNA
81995	Pseudoknot Forming RNA	PK-G12rRNA
81996	Pseudoknot Forming RNA	PK-G12rRNA
81997	Pseudoknot Forming RNA	PK-G12rRNA
42810	tRNA	tRNA
42811	tRNA	tRNA
42812	tRNA	tRNA
42813	tRNA	tRNA
42814	tRNA	tRNA
42815	tRNA	tRNA
42816	tRNA	tRNA
42817	tRNA	tRNA
42818	tRNA	tRNA
42819	tRNA	tRNA
58466	5S	5S
64905	snoRNA	U8
58467	5S	5S
44221	tRNA	tRNA
44220	tRNA	tRNA
44223	tRNA	tRNA
44222	tRNA	tRNA
44225	tRNA	tRNA
44224	tRNA	tRNA
44227	tRNA	tRNA
44226	tRNA	tRNA
44229	tRNA	tRNA
44228	tRNA	tRNA
93840	Salmonella enterica Typhi npcRNA 44	StyR-44
18769	5S	5S
18768	5S	5S
89949	Termite-leu RNA	Termite-leu
89948	Termite-leu RNA	Termite-leu
33528	tRNA	tRNA
33529	tRNA	tRNA
18761	5S	5S
18760	5S	5S
18763	5S	5S
18762	5S	5S
18765	5S	5S
18764	5S	5S
18767	5S	5S
18766	5S	5S
41543	tRNA	tRNA
41542	tRNA	tRNA
41541	tRNA	tRNA
41540	tRNA	tRNA
41547	tRNA	tRNA
41546	tRNA	tRNA
41545	tRNA	tRNA
41544	tRNA	tRNA
93843	Salmonella enterica Typhi npcRNA 44	StyR-44
41549	tRNA	tRNA
41548	tRNA	tRNA
87129	Clostridiales-1 RNA	Clostridiales-1
87128	Clostridiales-1 RNA	Clostridiales-1
71777	snoRNA	SNORA13
71776	snoRNA	SNORA13
71775	snoRNA	SNORA13
71774	snoRNA	SNORA13
71773	snoRNA	SNORA13
71772	snoRNA	SNORA13
71771	snoRNA	SNORA13
71770	snoRNA	SNORA13
71779	snoRNA	SNORA13
71778	snoRNA	SNORA13
76206	snoRNA	SNORD88
76207	snoRNA	SNORD88
76204	snoRNA	SNORD88
76205	snoRNA	SNORD88
76202	snoRNA	SNORD88
76203	snoRNA	SNORD88
76200	snoRNA	SNORD88
76201	snoRNA	SNORD88
76208	snoRNA	SNORD88
76209	snoRNA	SNORD88
93847	Riboswitch	THF
12589	16S	16S
12588	16S	16S
12583	16S	16S
12582	16S	16S
12581	16S	16S
12580	16S	16S
12587	16S	16S
12586	16S	16S
12585	16S	16S
12584	16S	16S
86656	C4 antisense RNA	C4
86657	C4 antisense RNA	C4
86654	C4 antisense RNA	C4
86655	C4 antisense RNA	C4
86652	C4 antisense RNA	C4
86653	C4 antisense RNA	C4
86650	C4 antisense RNA	C4
86651	C4 antisense RNA	C4
95960	Group II intron	group-II-D1D4-2
95961	Group II intron	group-II-D1D4-2
95962	Group II intron	group-II-D1D4-2
95963	Group II intron	group-II-D1D4-2
95964	Group II intron	group-II-D1D4-2
95965	Group II intron	group-II-D1D4-2
86658	C4 antisense RNA	C4
86659	C4 antisense RNA	C4
94676	Signal Recognition Particle RNA	Plant_SRP
17473	16S	16S
96740	Group II intron	group-II-D1D4-6
65068	VA RNA	VA
65069	VA RNA	VA
65066	VA RNA	VA
65067	VA RNA	VA
65064	snoRNA	SraC_RyeA
65065	VA RNA	VA
65062	snoRNA	SraC_RyeA
65063	snoRNA	SraC_RyeA
65060	snoRNA	SraC_RyeA
65061	snoRNA	SraC_RyeA
96743	Group II intron	group-II-D1D4-6
53567	tRNA	tRNA
11768	16S	16S
94674	Signal Recognition Particle RNA	Plant_SRP
22748	tRNA	tRNA
84690	Bacterial sRNA	IsrR
77664	miRNA	mir-184
3512	16S	16S
90423	crcB RNA	crcB
52387	tRNA	tRNA
3511	16S	16S
89652	Riboswitch	SAM-I-IV-variant
3510	16S	16S
38978	tRNA	tRNA
3517	16S	16S
94673	Signal Recognition Particle RNA	Plant_SRP
77660	miRNA	mir-184
3516	16S	16S
81561	ATPC RNA motif	ATPC
69690	snoRNA	snoZ17
69693	snoRNA	snoZ17
81562	mini-ykkC RNA motif	mini-ykkC
69695	snoRNA	snoZ17
69694	snoRNA	snoZ17
81567	mini-ykkC RNA motif	mini-ykkC
69696	snoRNA	snoZ17
69699	snoRNA	snoZ17
69698	snoRNA	snoZ17
52386	tRNA	tRNA
3514	16S	16S
22740	tRNA	tRNA
13678	16S	16S
13679	16S	16S
43338	tRNA	tRNA
43339	tRNA	tRNA
13672	16S	16S
13673	16S	16S
13670	16S	16S
13671	16S	16S
13676	16S	16S
13677	16S	16S
13674	16S	16S
13675	16S	16S
96439	miRNA	mir-720
96438	miRNA	mir-720
77669	miRNA	mir-21
96433	miRNA	mir-720
96432	miRNA	mir-720
96431	miRNA	mir-720
38971	tRNA	tRNA
96437	miRNA	mir-720
96436	miRNA	mir-720
96435	miRNA	mir-720
96434	miRNA	mir-720
56842	snoRNA	srpRNA
56843	snoRNA	srpRNA
56840	snoRNA	srpRNA
56841	snoRNA	srpRNA
56846	snoRNA	srpRNA
56847	snoRNA	srpRNA
56844	snoRNA	srpRNA
56845	snoRNA	srpRNA
56848	snoRNA	srpRNA
56849	snoRNA	srpRNA
90871	glnA RNA	glnA
90870	glnA RNA	glnA
90873	glnA RNA	glnA
90872	glnA RNA	glnA
90875	glnA RNA	glnA
90874	glnA RNA	glnA
90877	glnA RNA	glnA
90876	glnA RNA	glnA
90879	glnA RNA	glnA
90878	glnA RNA	glnA
31839	tRNA	tRNA
94670	Signal Recognition Particle RNA	Plant_SRP
96746	Group II intron	group-II-D1D4-6
92415	radC RNA	radC
60784	RNA Fragment	RNaseP_bact_a
60785	RNA Fragment	RNaseP_bact_a
52699	tRNA	tRNA
52698	tRNA	tRNA
69031	Viral RNA	Tymo_tRNA-like
60781	RNA Fragment	RNaseP_bact_a
60782	RNA Fragment	RNaseP_bact_a
69032	Viral RNA	Tymo_tRNA-like
52693	tRNA	tRNA
52692	tRNA	tRNA
52691	tRNA	tRNA
52690	tRNA	tRNA
52697	tRNA	tRNA
69038	Ribozyme	glmS
52695	tRNA	tRNA
52694	tRNA	tRNA
92414	radC RNA	radC
93552	Editing element of GABA-3 exon 9	GABA3
93551	Editing element of GABA-3 exon 9	GABA3
49158	tRNA	tRNA
49159	tRNA	tRNA
49150	tRNA	tRNA
49151	tRNA	tRNA
49152	tRNA	tRNA
49153	tRNA	tRNA
49154	tRNA	tRNA
49155	tRNA	tRNA
49156	tRNA	tRNA
49157	tRNA	tRNA
90295	crcB RNA	crcB
90294	crcB RNA	crcB
48209	tRNA	tRNA
48208	tRNA	tRNA
90291	crcB RNA	crcB
90290	crcB RNA	crcB
90293	crcB RNA	crcB
90292	crcB RNA	crcB
48203	tRNA	tRNA
48202	tRNA	tRNA
48201	tRNA	tRNA
48200	tRNA	tRNA
48207	tRNA	tRNA
48206	tRNA	tRNA
48205	tRNA	tRNA
48204	tRNA	tRNA
7944	16S	16S
7945	16S	16S
7946	16S	16S
7947	16S	16S
7940	16S	16S
9194	16S	16S
7942	16S	16S
7943	16S	16S
9199	16S	16S
9198	16S	16S
7948	16S	16S
7949	16S	16S
101121	SSRC34	SSRC34
101265	snoRNA	LSU_rRNA_archaea
16918	16S	16S
16919	16S	16S
16914	16S	16S
16915	16S	16S
16916	16S	16S
16917	16S	16S
16910	16S	16S
16911	16S	16S
16912	16S	16S
16913	16S	16S
101260	snoRNA	LSU_rRNA_archaea
99761	PyrG leader	PyrG_leader
86420	Bacteroidete tryptophan peptide leader RNA	Bacteroid-trp
63257	Histone 3' UTR stem-loop	Histone3
63256	Histone 3' UTR stem-loop	Histone3
10518	16S	16S
10519	16S	16S
63253	Histone 3' UTR stem-loop	Histone3
63252	Histone 3' UTR stem-loop	Histone3
63251	Histone 3' UTR stem-loop	Histone3
63250	Histone 3' UTR stem-loop	Histone3
10512	16S	16S
53563	tRNA	tRNA
10510	16S	16S
53561	tRNA	tRNA
10516	16S	16S
10517	16S	16S
10514	16S	16S
10515	16S	16S
54691	16S	16S
54690	16S	16S
54693	16S	16S
54692	16S	16S
21408	tRNA	tRNA
21409	tRNA	tRNA
54697	16S	16S
54696	16S	16S
21404	tRNA	tRNA
21405	tRNA	tRNA
21406	tRNA	tRNA
21407	tRNA	tRNA
21400	tRNA	tRNA
21401	tRNA	tRNA
21402	tRNA	tRNA
21403	tRNA	tRNA
62782	Spliceosomal RNA	U6
62783	Spliceosomal RNA	U6
62780	Spliceosomal RNA	U6
62781	Spliceosomal RNA	U6
62786	Spliceosomal RNA	U6
62787	Spliceosomal RNA	U6
62784	Spliceosomal RNA	U6
62785	Spliceosomal RNA	U6
91348	glnA RNA	glnA
62788	Spliceosomal RNA	U6
62789	Spliceosomal RNA	U6
91349	glnA RNA	glnA
76628	Hepatitis C alternative reading frame stem-loop	HCV_ARF_SL
76629	Hepatitis C alternative reading frame stem-loop	HCV_ARF_SL
91344	glnA RNA	glnA
91345	glnA RNA	glnA
91346	glnA RNA	glnA
91347	glnA RNA	glnA
4571	16S	16S
91340	glnA RNA	glnA
91341	glnA RNA	glnA
30419	tRNA	tRNA
91342	glnA RNA	glnA
30418	tRNA	tRNA
91343	glnA RNA	glnA
697	16S	16S
35346	tRNA	tRNA
35347	tRNA	tRNA
4577	16S	16S
54035	tRNA	tRNA
54034	tRNA	tRNA
54037	tRNA	tRNA
54036	tRNA	tRNA
54031	tRNA	tRNA
54030	tRNA	tRNA
24579	tRNA	tRNA
24578	tRNA	tRNA
24577	tRNA	tRNA
24576	tRNA	tRNA
24575	tRNA	tRNA
24574	tRNA	tRNA
24573	tRNA	tRNA
24572	tRNA	tRNA
24571	tRNA	tRNA
24570	tRNA	tRNA
62126	Spliceosomal RNA	U5
62127	Spliceosomal RNA	U5
62124	Spliceosomal RNA	U5
62125	Spliceosomal RNA	U5
62122	Spliceosomal RNA	U5
62123	Spliceosomal RNA	U5
62120	Spliceosomal RNA	U5
62121	Spliceosomal RNA	U5
62128	Spliceosomal RNA	U5
62129	Spliceosomal RNA	U5
34329	tRNA	tRNA
34328	tRNA	tRNA
34327	tRNA	tRNA
34326	tRNA	tRNA
34325	tRNA	tRNA
34324	tRNA	tRNA
34323	tRNA	tRNA
34322	tRNA	tRNA
34321	tRNA	tRNA
34320	tRNA	tRNA
35058	tRNA	tRNA
35059	tRNA	tRNA
35056	tRNA	tRNA
35057	tRNA	tRNA
35054	tRNA	tRNA
35055	tRNA	tRNA
35052	tRNA	tRNA
35053	tRNA	tRNA
35050	tRNA	tRNA
35051	tRNA	tRNA
35348	tRNA	tRNA
35349	tRNA	tRNA
55128	16S	16S
55129	16S	16S
91980	pan motif	pan
91981	pan motif	pan
91986	pan motif	pan
91987	pan motif	pan
91984	pan motif	pan
91985	pan motif	pan
55120	16S	16S
55121	16S	16S
55122	16S	16S
55123	16S	16S
55124	16S	16S
55125	16S	16S
55126	16S	16S
55127	16S	16S
93588	Lambda phage CIII thermoregulator element	Lambda_thermo
93589	Lambda phage CIII thermoregulator element	Lambda_thermo
698	16S	16S
93580	Editing element of GABA-3 exon 9	GABA3
93581	Editing element of GABA-3 exon 9	GABA3
93582	Editing element of GABA-3 exon 9	GABA3
93583	Editing element of GABA-3 exon 9	GABA3
93584	Editing element of GABA-3 exon 9	GABA3
93585	Lambda phage CIII thermoregulator element	Lambda_thermo
93586	Lambda phage CIII thermoregulator element	Lambda_thermo
93587	Lambda phage CIII thermoregulator element	Lambda_thermo
89619	Riboswitch	SAM-I-IV-variant
27008	tRNA	tRNA
27009	tRNA	tRNA
27006	tRNA	tRNA
27007	tRNA	tRNA
27004	tRNA	tRNA
27005	tRNA	tRNA
27002	tRNA	tRNA
27003	tRNA	tRNA
27000	tRNA	tRNA
27001	tRNA	tRNA
73601	Viral RNA	HIV_FE
73600	Viral RNA	HIV_FE
73603	Viral RNA	HIV_FE
73602	Viral RNA	HIV_FE
73605	Viral RNA	HIV_FE
73604	Viral RNA	HIV_FE
73607	Viral RNA	HIV_FE
73606	Viral RNA	HIV_FE
73609	Viral RNA	HIV_FE
73608	Viral RNA	HIV_FE
32589	tRNA	tRNA
32588	tRNA	tRNA
55788	tmRNA	tmRNA
55789	tmRNA	tmRNA
32581	tRNA	tRNA
32580	tRNA	tRNA
32583	tRNA	tRNA
32582	tRNA	tRNA
32585	tRNA	tRNA
32584	tRNA	tRNA
32587	tRNA	tRNA
32586	tRNA	tRNA
98602	snoRNA	sRNA-Xcc1
98603	snoRNA	sRNA-Xcc1
98600	snoRNA	sRNA-Xcc1
98601	snoRNA	sRNA-Xcc1
98606	snoRNA	sRNA-Xcc1
98607	snoRNA	sRNA-Xcc1
98604	snoRNA	sRNA-Xcc1
98605	snoRNA	sRNA-Xcc1
98608	snoRNA	sRNA-Xcc1
90274	crcB RNA	crcB
9942	16S	16S
9943	16S	16S
9940	16S	16S
9941	16S	16S
9946	16S	16S
9947	16S	16S
9944	16S	16S
9945	16S	16S
56473	snoRNA	srpRNA
56472	snoRNA	srpRNA
9948	16S	16S
9949	16S	16S
56477	snoRNA	srpRNA
56476	snoRNA	srpRNA
56475	snoRNA	srpRNA
56474	snoRNA	srpRNA
57788	tRNA	tRNA
57789	tRNA	tRNA
57782	tRNA	tRNA
57783	tRNA	tRNA
57780	tRNA	tRNA
57781	tRNA	tRNA
57786	tRNA	tRNA
57787	tRNA	tRNA
57784	tRNA	tRNA
57785	tRNA	tRNA
73029	internal ribosome entry site RNA	IRES_mnt
21875	tRNA	tRNA
21874	tRNA	tRNA
21877	tRNA	tRNA
21876	tRNA	tRNA
21871	tRNA	tRNA
21870	tRNA	tRNA
21873	tRNA	tRNA
21872	tRNA	tRNA
21879	tRNA	tRNA
21878	tRNA	tRNA
69135	ctRNA	ctRNA_pND324
64948	snoRNA	snoR71
64949	snoRNA	snoR71
99959	Bacterial sRNA	sau-50
99958	Bacterial sRNA	sau-50
64942	snoRNA	snoR71
64943	snoRNA	snoR71
64940	snoRNA	snoR71
64941	snoRNA	snoR71
64946	snoRNA	snoR71
64947	snoRNA	snoR71
64944	snoRNA	snoR71
64945	snoRNA	snoR71
90273	crcB RNA	crcB
75098	internal ribosome entry site RNA	IRES_c-sis
75099	internal ribosome entry site RNA	IRES_c-sis
75096	internal ribosome entry site RNA	IRES_c-sis
75097	internal ribosome entry site RNA	IRES_c-sis
75094	Spliceosomal RNA	U11
75095	internal ribosome entry site RNA	IRES_c-sis
75092	Spliceosomal RNA	U11
75093	Spliceosomal RNA	U11
75090	Spliceosomal RNA	U11
75091	Spliceosomal RNA	U11
66389	Riboswitch	SAM
53953	tRNA	tRNA
53952	tRNA	tRNA
53951	tRNA	tRNA
53950	tRNA	tRNA
53957	tRNA	tRNA
53956	tRNA	tRNA
36778	tRNA	tRNA
36779	tRNA	tRNA
36776	tRNA	tRNA
36777	tRNA	tRNA
36774	tRNA	tRNA
36775	tRNA	tRNA
36772	tRNA	tRNA
36773	tRNA	tRNA
36770	tRNA	tRNA
36771	tRNA	tRNA
14668	16S	16S
14669	16S	16S
14660	16S	16S
14661	16S	16S
14662	16S	16S
14663	16S	16S
14664	16S	16S
14665	16S	16S
14666	16S	16S
14667	16S	16S
83431	snoRNA	SCARNA7
83430	snoRNA	SCARNA7
83433	snoRNA	SCARNA7
83432	snoRNA	SCARNA7
83435	snoRNA	snoU85
83434	snoRNA	SCARNA7
83437	snoRNA	snoU85
83436	snoRNA	snoU85
83439	snoRNA	snoU85
83438	snoRNA	snoU85
27828	tRNA	tRNA
27829	tRNA	tRNA
90272	crcB RNA	crcB
27824	tRNA	tRNA
27825	tRNA	tRNA
27826	tRNA	tRNA
27827	tRNA	tRNA
27820	tRNA	tRNA
27821	tRNA	tRNA
27822	tRNA	tRNA
27823	tRNA	tRNA
797	16S	16S
796	16S	16S
795	16S	16S
794	16S	16S
793	16S	16S
792	16S	16S
791	16S	16S
790	16S	16S
799	16S	16S
798	16S	16S
